sentence_1,sentence_2,label,tense_sentence_1-tense_sentence_2,aspect_sentence_1-aspect_sentence_2
Amazon has delivered the parcel,Amazon ships the parcel,0,present perfect - present simple,perfect - progressive
Amazon has delivered the parcel,Amazon shipped the parcel,0,present perfect - past simple,perfect - perfect
Amazon had delivered the parcel,Amazon is shipping the parcel,0,past perfect - present progressive,perfect - progressive
Amazon had delivered the parcel,Amazon was shipping the parcel,0,past perfect - past progressive,perfect - progressive
Amazon had delivered the parcel,Amazon has shipped the parcel,0,past perfect - present perfect,perfect - perfect
Amazon had delivered the parcel,Amazon had shipped the parcel,0,past perfect - past perfect,perfect - perfect
Amazon had delivered the parcel,Amazon will ship the parcel,0,past perfect - future simple,perfect - progressive
Amazon had delivered the parcel,Amazon ships the parcel,0,past perfect - present simple,perfect - progressive
Amazon had delivered the parcel,Amazon shipped the parcel,0,past perfect - past simple,perfect - perfect
Amazon will deliver the parcel,Amazon is shipping the parcel,0,future simple - present progressive,progressive - progressive
Amazon will deliver the parcel,Amazon was shipping the parcel,0,future simple - past progressive,progressive - progressive
Amazon will deliver the parcel,Amazon has shipped the parcel,0,future simple - present perfect,progressive - perfect
Amazon will deliver the parcel,Amazon had shipped the parcel,0,future simple - past perfect,progressive - perfect
Amazon will deliver the parcel,Amazon will ship the parcel,0,future simple - future simple,progressive - progressive
Amazon will deliver the parcel,Amazon ships the parcel,0,future simple - present simple,progressive - progressive
Amazon will deliver the parcel,Amazon shipped the parcel,0,future simple - past simple,progressive - perfect
Amazon delivers the parcel,Amazon is shipping the parcel,0,present simple - present progressive,progressive - progressive
Amazon delivers the parcel,Amazon was shipping the parcel,0,present simple - past progressive,progressive - progressive
Amazon delivers the parcel,Amazon has shipped the parcel,0,present simple - present perfect,progressive - perfect
Amazon delivers the parcel,Amazon had shipped the parcel,0,present simple - past perfect,progressive - perfect
Amazon delivers the parcel,Amazon will ship the parcel,0,present simple - future simple,progressive - progressive
Amazon delivers the parcel,Amazon ships the parcel,0,present simple - present simple,progressive - progressive
Amazon delivers the parcel,Amazon shipped the parcel,0,present simple - past simple,progressive - perfect
Amazon delivered the parcel,Amazon is shipping the parcel,0,past simple - present progressive,perfect - progressive
Amazon delivered the parcel,Amazon was shipping the parcel,0,past simple - past progressive,perfect - progressive
Amazon delivered the parcel,Amazon has shipped the parcel,0,past simple - present perfect,perfect - perfect
Amazon delivered the parcel,Amazon had shipped the parcel,0,past simple - past perfect,perfect - perfect
Amazon delivered the parcel,Amazon will ship the parcel,0,past simple - future simple,perfect - progressive
Amazon delivered the parcel,Amazon ships the parcel,0,past simple - present simple,perfect - progressive
Amazon delivered the parcel,Amazon shipped the parcel,0,past simple - past simple,perfect - perfect
Amazon is shipping the parcel,Amazon is delivering the parcel,0,present progressive - present progressive,progressive - progressive
Amazon is shipping the parcel,Amazon was delivering the parcel,0,present progressive - past progressive,progressive - progressive
Amazon is shipping the parcel,Amazon has delivered the parcel,0,present progressive - present perfect,progressive - perfect
Amazon is shipping the parcel,Amazon had delivered the parcel,0,present progressive - past perfect,progressive - perfect
Amazon is shipping the parcel,Amazon will deliver the parcel,1,present progressive - future simple,progressive - progressive
Amazon is shipping the parcel,Amazon delivers the parcel,0,present progressive - present simple,progressive - progressive
Amazon is shipping the parcel,Amazon delivered the parcel,0,present progressive - past simple,progressive - perfect
Amazon was shipping the parcel,Amazon is delivering the parcel,0,past progressive - present progressive,progressive - progressive
Amazon was shipping the parcel,Amazon was delivering the parcel,1,past progressive - past progressive,progressive - progressive
Amazon was shipping the parcel,Amazon has delivered the parcel,0,past progressive - present perfect,progressive - perfect
Amazon was shipping the parcel,Amazon had delivered the parcel,0,past progressive - past perfect,progressive - perfect
Amazon was shipping the parcel,Amazon will deliver the parcel,0,past progressive - future simple,progressive - progressive
Amazon was shipping the parcel,Amazon delivers the parcel,0,past progressive - present simple,progressive - progressive
Amazon was shipping the parcel,Amazon delivered the parcel,1,past progressive - past simple,progressive - perfect
Amazon has shipped the parcel,Amazon is delivering the parcel,1,present perfect - present progressive,perfect - progressive
Amazon has shipped the parcel,Amazon was delivering the parcel,0,present perfect - past progressive,perfect - progressive
Amazon has shipped the parcel,Amazon has delivered the parcel,0,present perfect - present perfect,perfect - perfect
Amazon has shipped the parcel,Amazon had delivered the parcel,0,present perfect - past perfect,perfect - perfect
Amazon has shipped the parcel,Amazon will deliver the parcel,1,present perfect - future simple,perfect - progressive
Amazon has shipped the parcel,Amazon delivers the parcel,0,present perfect - present simple,perfect - progressive
Amazon has shipped the parcel,Amazon delivered the parcel,0,present perfect - past simple,perfect - perfect
Amazon had shipped the parcel,Amazon is delivering the parcel,0,past perfect - present progressive,perfect - progressive
Amazon had shipped the parcel,Amazon was delivering the parcel,1,past perfect - past progressive,perfect - progressive
Amazon had shipped the parcel,Amazon has delivered the parcel,0,past perfect - present perfect,perfect - perfect
Amazon had shipped the parcel,Amazon had delivered the parcel,1,past perfect - past perfect,perfect - perfect
Amazon had shipped the parcel,Amazon will deliver the parcel,0,past perfect - future simple,perfect - progressive
Amazon had shipped the parcel,Amazon delivers the parcel,0,past perfect - present simple,perfect - progressive
Amazon had shipped the parcel,Amazon delivered the parcel,1,past perfect - past simple,perfect - perfect
Amazon will ship the parcel,Amazon is delivering the parcel,0,future simple - present progressive,progressive - progressive
Amazon will ship the parcel,Amazon was delivering the parcel,0,future simple - past progressive,progressive - progressive
